Label,Text
spam,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call"
ham,Id onluy matters when getting on from offcampus
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..
ham,I have many dependents
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,"Goodmorning, today i am late for  &lt;DECIMAL&gt; min."
ham,That's y i said it's bad dat all e gals know u... Wat u doing now?
ham,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it."
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?"
ham,Lemme know when you're here
ham,It certainly puts things into perspective when something like this happens
ham,I might go 2 sch. Yar at e salon now v boring.
ham,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...
ham,U GOIN OUT 2NITE?
ham,Oh...i asked for fun. Haha...take care. ü
ham,U too...
ham,All sounds good. Fingers . Makes it difficult to type
ham,Good morning princess! Have a great day!
ham,Annoying isn't it.
ham,No..but heard abt tat..
ham,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..
ham,"Sir, waiting for your letter."
ham,Were gonna go get some tacos
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION."
ham,How much r ü willing to pay?
ham,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens"
ham,Lol no. Just trying to make your day a little more interesting
ham,Still chance there. If you search hard you will get it..let have a try :)
ham,In sch but neva mind u eat 1st lor..
ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
ham,I'm on my way home. Went to change batt 4 my watch then go shop a bit lor.
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
spam,Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,How much for an eighth?
ham,I'm now but have to wait till 2 for the bus to pick me.
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50"
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel..."
ham,Geeeee ... I love you so much I can barely stand it
spam,"Dear Matthew please call 09063440451 from a landline, your complimentary 4*Lux Tenerife holiday or £1000 CASH await collection. ppm150 SAE T&Cs Box334 SK38XH."
ham,Dude how do you like the buff wind.
ham,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.
ham,If you r @ home then come down within 5 min
ham,"Sorry, I'll call later"
ham,Ding me on ya break fassyole! Blacko from londn
spam,"This is the 2nd time we have tried 2 contact u. U have won the £750 Pound prize. 2 claim is easy, call 087187272008 NOW1! Only 10p per minute. BT-national-rate."
ham,i see. When we finish we have loads of loans to pay
ham,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?
ham,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch
ham,I am late. I will be there at
ham,"It's ok, at least armand's still around"
ham, &lt;#&gt;  mins but i had to stop somewhere first.
ham,Howz that persons story
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04
ham,I have no money 4 steve mate! !
ham,I cant pick the phone right now. Pls send a message
ham,Already one guy loving you:-.
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?
ham,Don know. I did't msg him recently.
ham,So how many days since then?
ham,Ok. She'll be ok. I guess
ham,There the size of elephant tablets & u shove um up ur ass!!
ham,HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX
ham,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?
ham,Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? 
ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched..."
spam,07732584351 - Rodger Burns - MSG = We tried to call you re your reply to our sms for a free nokia mobile + free camcorder. Please call now 08000930705 for delivery tomorrow
ham,K:)k:)good:)study well.
ham,I asked sen to come chennai and search for job.
ham,Yes... I trust u to buy new stuff ASAP so I can try it out
ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-).."
spam,SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.
ham,TELL HER I SAID EAT SHIT.
ham,Why you keeping me away like this
ham,And how's your husband.
ham,Am slow in using biola's fne
ham,You are not bothering me but you have to trust my answers. Pls.
ham,So no messages. Had food?
ham,But I'm on a diet. And I ate 1 too many slices of pizza yesterday. Ugh I'm ALWAYS on a diet.
ham,S'fine. Anytime. All the best with it.
ham,There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
ham,Dunno y u ask me.
ham,She's fine. Sends her greetings
ham,Ok... Sweet dreams...
ham,"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone"
ham,Hi. || Do u want | to join me with sts later? || Meeting them at five. || Call u after class.
ham,Yes its possible but dint try. Pls dont tell to any one k
ham,Good morning princess! Happy New Year!
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,Was doing my test earlier. I appreciate you. Will call you tomorrow.
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that
ham,Okie...
spam,FREEMSG: Our records indicate you may be entitled to 3750 pounds for the Accident you had. To claim for free reply with YES to this msg. To opt out text STOP
ham,Yup
ham,PS U no ur a grown up now right?
spam,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV"
ham,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONT LIKE ME LIKE THAT SO DONT WORRY."
ham,Haiyoh... Maybe your hamster was jealous of million
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?"
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs
ham,Ok i vl..do u know i got adsense approved..
ham,How much is torch in 9ja.
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!
ham,"By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham,K. I will sent it again
ham,"Yeah that's what I thought, lemme know if anything's goin on later"
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a
ham,If you're not in my car in an hour and a half I'm going apeshit
ham,At what time are you coming.
ham,"I call you later, don't have network. If urgnt, sms me."
ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
ham,"I just got home babe, are you still awake ?"
ham,"see you then, we're all christmassy here!"
ham,Nice.nice.how is it working?
ham,"Yeah sure, give me a couple minutes to track down my wallet"
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
ham,No. I.ll meet you in the library
ham,How will I creep on you now? ;_;
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
ham,Can you let me know details of fri when u find out cos I'm not in tom or fri. mentionned chinese. Thanks
ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
ham,No just send to you. Bec you in temple na.
ham,You made my day. Do have a great day too.
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
ham,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
ham,No da..today also i forgot..
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt
ham,Old Orchard near univ. How about you?
ham,This is all just creepy and crazy to me.
ham,Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!
ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  &lt;#&gt; . Good listener  &lt;#&gt; . Organizer  &lt;#&gt; . Good boyfriend  &lt;#&gt; . Very clean  &lt;#&gt; . Sympathetic  &lt;#&gt; . Athletic  &lt;#&gt; . Warm . . .  &lt;#&gt; . Courageous  &lt;#&gt; . Determined  &lt;#&gt; . True  &lt;#&gt; . Dependable  &lt;#&gt; . Intelligent . . .  &lt;#&gt; . Psychologist  &lt;#&gt; . Pest exterminator  &lt;#&gt; . Psychiatrist  &lt;#&gt; . Healer . .  &lt;#&gt; . Stylist  &lt;#&gt; . Driver . . Aaniye pudunga venaam..
ham,when you and derek done with class?
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Thank u. IT BETTER WORK OUT CAUSE I WILL FEEL USED OTHERWISE
ham,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks"
ham,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.
ham,Boo what time u get out? U were supposed to take me shopping today. :(
spam,WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm 
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv
spam,Customer service annoncement. You have a New Years delivery waiting for you. Please call 07046744435 now to arrange delivery
ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
ham,"Sorry, I'll call later"
ham,I am on the way to ur home
ham,"I can't right this second, gotta hit people up first"
spam,"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu"
ham,Ok I'm gonna head up to usf in like fifteen minutes
ham,How long does it take to get it.
ham,Are you willing to go for aptitude class.
ham,"I can't, I don't have her number!"
ham,Ok c ü then.
ham,Rofl. Its true to its name
spam,2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out
ham,So can collect ur laptop?
ham,"Sorry, I'll call later in meeting"
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,You are right. Meanwhile how's project twins comin up
ham,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP
spam,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham,How are you holding up?
spam,PRIVATE! Your 2003 Account Statement for 07973788240 shows 800 un-redeemed S. I. M. points. Call 08715203649 Identifier Code: 40533 Expires 31/10/04
ham,I think u have the wrong number.
ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up."
ham,Can you just come in for a sec? There's somebody here I want you to see
ham,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
ham,Happy new year. Hope you are having a good semester
ham,Or ü go buy wif him then i meet ü later can?
ham,Actually getting ready to leave the house.
ham,How come u got nothing to do?
ham,I need details about that online job.
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
ham,No one interested. May be some business plan.
ham,"Hey elaine, is today's meeting still on?"
ham,"Ya tel, wats ur problem.."
ham,"Aight, sounds good. When do you want me to come down?"
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,I want to go to perumbavoor
ham,New car and house for my parents.:)i have only new job in hand:)
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
ham,You sure your neighbors didnt pick it up
ham,Yes princess! I want to please you every night. Your wish is my command...
ham,Good night my dear.. Sleepwell&amp;Take care
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
ham,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND"
ham,Yes:)here tv is always available in work place..
ham,Hi :)finally i completed the course:)
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date."
ham,"Ok. Can be later showing around 8-8:30 if you want + cld have drink before. Wld prefer not to spend money on nosh if you don't mind, as doing that nxt wk."
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,did u get that message
ham,7 at esplanade.. Do ü mind giving me a lift cos i got no car today..
ham,Up to ü... Ü wan come then come lor... But i din c any stripes skirt...
ham,Yes but I don't care cause I know its there!
ham,Sleeping nt feeling well
ham,It has issues right now. Ill fix for her by tomorrow.
ham,Hey gals...U all wanna meet 4 dinner at nìte? 
ham,HMM yeah if your not too grooved out! And im looking forward to my pound special :)
ham,Want to send me a virtual hug?... I need one
ham,U know we watchin at lido?
ham,No da if you run that it activate the full version da.
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,How abt making some of the pics bigger?
ham,What's ur pin?
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING"
ham,You still coming tonight?
ham,Nice.nice.how is it working?
spam,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50
ham,"I've got ten bucks, jay is being noncomittal"
spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur Mob? Join the UK's largest Dogging Network by txting MOAN to 69888Nyt. ec2a. 31p.msg@150p
ham,ARR birthday today:) i wish him to get more oscar.
ham,K..k...from tomorrow onwards started ah?
ham,Exactly. Anyways how far. Is jide her to study or just visiting
ham,Yes when is the appt again?
ham,No we sell it all so we'll have tons if coins. Then sell our coins to someone thru paypal. Voila! Money back in life pockets:)
ham,How did you find out in a way that didn't include all of these details
ham,"I'm gonna be home soon and i don't want to talk about this stuff anymore tonight, k? I've cried enough today."
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,"Ok., is any problem to u frm him? Wats matter?"
ham,Rats. Hey did u ever vote for the next themes?
ham,Are you comingdown later?
ham,Ok.. Ü finishing soon?
spam,"cmon babe, make me horny, *turn* me on! Txt me your fantasy now babe -) Im hot, sticky and need you now. All replies cost £1.50. 2 cancel send STOP"
